,Termination_Status,predicted,match,Termination_Status,employee_id,location_tier,location_cost,location_reporting,restated_LOB,tenure,age,qc_non_qc,is_people_manager,job_family_group,gender,management_level_category,management_chain_level_employee,Job_level,is_DQC,Stock_Eligible,remote_location,Plan_Category,compensation_usd,competitive_base_pay_market_position,competitive_total_target_cash_market_position,base_pay_compa_ratio,total_target_cash_compa_ratio,Time_in_Job_Profile,bonus_eligible,promotion_count_rolling_2_years,transfer_count_rolling_2_years,change_job_type_count_rolling_2_years,time_since_last_promotion_in_years,time_since_last_transfer_in_years,time_since_last_change_job_type_in_years,Change_in_Individual_management_level,Change_in_job_level,current_vs_average_compensation_job_level,current_vs_average_tenure_job_level,current_vs_average_tenure,%_Abover_or_Below_Average_Compensation_job_level,%_Abover_or_Below_Average_Tenure_job_level,%_Abover_or_Below_Average_Tenure_Company,termination_date
4499,No,No,True,No,38288,All Others,High-Cost,All Other EMEA,Sales & Services,2.08,29,NON QC,No,General & Administration,Female,Individual Contributor/Support,6,IC3,No,Yes,No,VCIP Plan,66231.0,1,1,0.651,0.651,0.49555,Yes,1,0,0,0.49589,2.08,2.08,No,Yes,Lower than average,Lower than average,Lower than average,-46.52,-54.26,-51.73,
4500,No,No,True,No,42048,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,0.03,34,NON QC,No,Services,Male,Individual Contributor/Support,4,SU2,No,No,No,No Bonus Plan,39728.0,4,4,1.105,1.105,0.032854,No,0,0,0,0.03,0.03,0.03,No,No,Higher than average,Lower than average,Lower than average,0.0,-81.54,-99.3,
4501,No,No,True,No,40604,Tier 1,High-Cost,Raleigh,Engineering,0.5,25,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,108000.0,3,2,0.9,0.801,0.57221,No,0,0,1,0.5,0.5,0.57,No,No,Higher than average,Lower than average,Lower than average,8.66,-81.63,-88.4,
4502,No,No,True,No,42026,All Others,High-Cost,Remote AMS,Sales & Services,0.07,48,NON QC,No,Sales,Male,Individual Contributor/Support,5,IC5,No,No,Yes,Comission Plan,230000.0,3,3,0.983,1.04,0.073921,Yes,0,0,0,0.07,0.07,0.07,No,No,Lower than average,Lower than average,Lower than average,-8.57,-98.79,-98.38,
4503,No,Yes,False,No,37054,Tier 1,High-Cost,Fort Lauderdale,Finance,2.58,37,NON QC,No,Finance,Female,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,71000.0,2,2,0.845,0.845,0.501026,No,1,0,2,0.5,2.58,0.44,No,No,Lower than average,Lower than average,Lower than average,-19.9,-45.96,-40.13,
4504,No,No,True,No,15977,All Others,High-Cost,All Other EMEA,Engineering,8.5,40,NON QC,Yes,Engineering,Male,People Manager,4,M4,Unknown,Yes,No,VCIP Plan,93589.56,2,2,0.81,0.81,2.335386,Yes,0,0,4,2.336986,8.5,0.17,No,No,Lower than average,Higher than average,Higher than average,-17.55,62.82,97.25,
4505,No,Yes,False,No,5693,All Others,High-Cost,All Other EMEA,Sales & Services,14.75,49,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,Yes,No,Comission Plan,140551.7,5,5,1.396,1.396,2.335386,Yes,0,0,2,14.75,14.75,1.42,No,No,Higher than average,Higher than average,Higher than average,13.5,224.37,242.29,
4506,No,Yes,False,No,33809,Tier 2,High-Cost,Dublin,Customer Experience,2.0,39,NON QC,No,Services,Male,Individual Contributor/Support,4,IC4,No,Yes,No,No Bonus Plan,82341.2,3,3,1.0,0.943,0.416153,No,0,1,3,2.0,0.42,1.25,No,Yes,Lower than average,Lower than average,Lower than average,-5.14,-67.1,-53.59,
4507,No,No,True,No,6679,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,14.08,53,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC5,No,Yes,No,Incentive Plan,196212.78,3,3,1.095,1.003,0.5859,Yes,0,0,5,6.838356,14.08,0.59,No,No,Higher than average,Higher than average,Higher than average,40.98,38.5,226.74,
4508,No,No,True,No,16603,Tier 1,Low-Cost,Bangalore,Customer Experience,8.25,38,NON QC,Yes,Services,Male,People Manager,5,M4,No,Yes,No,VCIP Plan,73748.36,3,3,1.088,1.088,2.836413,Yes,0,0,0,2.838356,8.25,5.09,No,No,Higher than average,Higher than average,Higher than average,6.33,29.51,91.45,
4509,No,Yes,False,No,34751,Tier 1,High-Cost,Santa Clara,HR,3.92,26,NON QC,No,Human Resources,Female,Individual Contributor/Support,5,IC2,Unknown,Yes,No,No Bonus Plan,85652.24,3,3,0.97,0.97,0.208076,No,1,0,0,0.208219,3.92,2.25,Yes,Yes,Higher than average,Lower than average,Lower than average,4.36,-3.09,-9.03,
4510,No,No,True,No,37309,Tier 1,High-Cost,Raleigh,Marketing,2.5,28,NON QC,No,Marketing,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,87450.0,3,3,0.93,0.93,0.331279,No,0,0,3,2.5,2.5,0.33,Yes,Yes,Lower than average,Lower than average,Lower than average,-9.99,-21.9,-41.98,
4511,No,No,True,No,39803,Tier 1,Low-Cost,Bangalore,Engineering,1.42,31,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,No,No,VCIP Plan,39132.01,3,3,0.974,0.974,1.434633,Yes,0,0,1,1.42,1.42,0.1,No,No,Higher than average,Lower than average,Lower than average,24.99,-62.36,-67.05,
4512,No,No,True,No,38883,Tier 1,Low-Cost,Bangalore,Engineering,1.92,34,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC4,Unknown,No,No,VCIP Plan,50289.66,2,3,0.889,0.935,1.932922,Yes,0,0,0,1.92,1.92,1.92,No,No,Higher than average,Lower than average,Lower than average,6.16,-61.25,-55.44,
4513,No,Yes,False,No,35251,Tier 2,High-Cost,Dublin,Sales & Services,3.5,43,QC,No,Sales,Male,Individual Contributor/Support,5,IC2,Yes,Yes,No,Comission Plan,111001.39,3,3,0.974,0.974,0.501026,Yes,0,0,1,3.5,3.5,0.5,No,Yes,Higher than average,Higher than average,Lower than average,65.96,71.54,-18.78,
4514,No,No,True,No,38179,Tier 1,High-Cost,Santa Clara,Engineering,2.08,61,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,139050.0,3,2,0.902,0.823,2.162902,No,0,0,0,2.08,2.08,2.08,No,No,Lower than average,Lower than average,Lower than average,-1.68,-51.69,-51.73,
4515,No,No,True,No,20071,All Others,High-Cost,Remote AMS,Customer Experience,1.67,51,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC5,No,Yes,Yes,Incentive Plan,168044.56,5,4,1.236,1.133,0.5859,Yes,0,0,5,3.5,1.67,0.59,No,No,Lower than average,Lower than average,Lower than average,-4.78,-77.32,-61.25,
4516,No,Yes,False,No,4648,All Others,High-Cost,All Other AMS,Sales & Services,3.5,57,QC,No,Sales,Male,Individual Contributor/Support,5,IC5,Yes,Yes,No,Comission Plan,302299.04,2,3,0.862,0.969,0.205338,Yes,0,0,1,3.5,3.5,0.21,No,No,Higher than average,Lower than average,Lower than average,58.58,-26.3,-18.78,
4517,No,Yes,False,No,23198,Tier 1,High-Cost,Raleigh,Sales & Services,0.67,34,QC,No,Sales,Female,Individual Contributor/Support,4,IC2,Yes,Yes,No,Comission Plan,135000.0,2,3,0.863,0.991,3.997262,Yes,0,0,1,4.0,0.67,0.01,No,No,Higher than average,Lower than average,Lower than average,33.49,-78.95,-84.45,
4518,No,No,True,No,34838,All Others,High-Cost,All Other AMS,Customer Experience,3.83,47,NON QC,No,Services,Male,Individual Contributor/Support,5,IC3,No,Yes,No,No Bonus Plan,66126.18,3,3,0.973,0.973,0.334017,No,1,0,0,0.33,3.83,3.0,No,Yes,Lower than average,Lower than average,Lower than average,-26.02,-10.7,-11.12,
4519,No,Yes,False,No,10736,All Others,High-Cost,Remote AMS,Sales & Services,10.58,44,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,Comission Plan,208411.33,3,3,0.996,1.055,2.335386,Yes,0,0,1,10.58,10.58,1.0,No,No,Lower than average,Higher than average,Higher than average,-5.69,180.94,145.52,
4520,No,No,True,No,35346,Tier 1,Low-Cost,Bangalore,Customer Experience,3.58,37,NON QC,Yes,Services,Male,People Manager,4,M3,No,Yes,No,VCIP Plan,45921.29,3,3,0.963,0.963,1.336071,Yes,1,0,3,1.336986,3.58,0.57,No,No,Higher than average,Lower than average,Lower than average,2.81,-26.79,-16.92,
4521,No,No,True,No,41259,Tier 2,High-Cost,Singapore,Operations,0.33,36,NON QC,No,Business Operations,Male,Individual Contributor/Support,6,IC4,No,No,No,VCIP Plan,140932.79,5,5,1.299,1.347,0.380561,Yes,0,0,0,0.33,0.33,0.33,No,No,Higher than average,Lower than average,Lower than average,11.0,-88.18,-92.34,
4522,No,No,True,No,34377,Tier 2,High-Cost,Tokyo,Sales & Services,4.0,40,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,Yes,Yes,No,Comission Plan,152869.24,1,1,0.705,0.705,1.837097,Yes,1,0,0,1.838356,4.0,3.08,No,Yes,Higher than average,Lower than average,Lower than average,6.35,-2.78,-7.18,
4523,No,No,True,No,37878,Tier 1,High-Cost,Fort Lauderdale,Finance,2.25,32,NON QC,Yes,Finance,Female,People Manager,5,M2,Unknown,Yes,No,No Bonus Plan,105000.0,3,3,0.955,0.955,1.587953,No,1,0,1,1.589041,2.25,1.3,No,No,Higher than average,Lower than average,Lower than average,2.9,-57.99,-47.79,
4524,No,No,True,No,18914,Tier 1,Low-Cost,Bangalore,Engineering,7.33,39,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,48491.87,2,3,0.857,0.901,2.335386,Yes,0,0,0,2.336986,7.33,7.33,No,Yes,Higher than average,Higher than average,Higher than average,2.37,47.95,70.1,
4525,No,No,True,No,32041,Tier 1,Low-Cost,Bangalore,Engineering,4.92,30,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,34395.77,2,2,0.856,0.856,0.835044,Yes,1,0,1,0.835616,4.92,1.21,No,No,Higher than average,Higher than average,Higher than average,9.86,30.4,14.17,
4526,No,No,True,No,18175,All Others,High-Cost,Remote AMS,Sales & Services,7.5,33,QC,No,Sales,Female,Individual Contributor/Support,5,IC4,Yes,Yes,Yes,Comission Plan,250008.0,3,3,0.949,0.992,2.836413,Yes,0,1,0,2.838356,1.17,2.22,No,No,Higher than average,Higher than average,Higher than average,13.13,99.16,74.05,
4527,No,Yes,False,No,19320,Tier 1,High-Cost,Raleigh,Sales & Services,1.67,34,QC,No,Sales,Male,Individual Contributor/Support,4,IC2,Yes,No,No,Comission Plan,144200.0,3,3,0.922,1.058,4.249144,Yes,0,0,0,1.67,1.67,3.92,No,No,Higher than average,Lower than average,Lower than average,42.59,-47.52,-61.25,
4528,No,No,True,No,41003,All Others,High-Cost,Remote AMS,Sales & Services,0.58,52,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,No,Yes,Comission Plan,180003.6,3,4,1.048,1.125,0.668035,Yes,0,0,0,0.58,0.58,0.58,No,No,Higher than average,Lower than average,Lower than average,3.2,-79.95,-86.54,
4529,No,No,True,No,32681,Tier 1,Low-Cost,Bangalore,Engineering,4.58,31,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,45116.37,1,2,0.798,0.839,0.334017,Yes,1,0,1,0.33,4.58,0.72,No,Yes,Lower than average,Lower than average,Higher than average,-4.76,-7.56,6.28,
4530,No,Yes,False,No,39361,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,1.58,34,NON QC,No,Product,Female,Individual Contributor/Support,7,IC3,No,No,No,VCIP Plan,139903.2,3,2,0.912,0.83,1.645448,Yes,0,0,1,1.58,1.58,1.03,No,No,Higher than average,Lower than average,Lower than average,49.19,-76.15,-63.33,
4531,No,No,True,No,40963,All Others,High-Cost,All Other APAC,Sales & Services,0.67,37,QC,No,Sales,Male,Individual Contributor/Support,4,IC2,No,No,No,Comission Plan,34792.12,3,3,1.079,1.079,0.706365,Yes,0,0,0,0.67,0.67,0.67,No,No,Lower than average,Lower than average,Lower than average,-41.01,-72.44,-84.45,
4532,No,Yes,False,No,37860,All Others,High-Cost,All Other AMS,Customer Experience,2.25,59,NON QC,Yes,Services,Male,People Manager,5,M4,No,Yes,No,VCIP Plan,195442.5,4,4,1.171,1.185,2.042436,Yes,0,0,1,2.25,2.25,0.83,No,No,Higher than average,Lower than average,Lower than average,1.52,-49.04,-47.79,
4533,No,No,True,No,37551,Tier 1,Low-Cost,Bangalore,Customer Experience,2.42,24,NON QC,No,Services,Male,Individual Contributor/Support,3,IC2,No,Yes,No,No Bonus Plan,10237.81,1,1,0.785,0.785,0.334017,No,1,0,1,0.33,2.42,0.3,No,No,Lower than average,Higher than average,Lower than average,-19.84,8.88,-43.84,
4534,No,No,True,No,21246,Tier 1,High-Cost,Santa Clara,Engineering,6.42,45,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC5,Unknown,Yes,No,VCIP Plan,256538.61,3,3,0.942,0.919,2.335386,Yes,0,0,0,6.42,6.42,3.17,No,No,Higher than average,Higher than average,Higher than average,19.91,1.07,48.98,
4535,No,No,True,No,18433,All Others,High-Cost,Remote AMS,Sales & Services,7.5,45,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,Yes,Yes,Yes,Comission Plan,256230.44,3,3,0.973,1.017,2.335386,Yes,0,0,0,7.5,7.5,7.5,No,No,Higher than average,Higher than average,Higher than average,15.94,99.16,74.05,
4536,No,Yes,False,No,36709,Tier 1,High-Cost,Raleigh,Sales & Services,2.75,30,QC,No,Sales,Male,Individual Contributor/Support,4,SU4,Yes,Yes,No,Comission Plan,100000.0,1,3,0.715,1.059,0.832306,Yes,1,0,5,0.83,2.75,0.83,No,No,Lower than average,Higher than average,Lower than average,-0.54,13.99,-36.18,
4537,No,No,True,No,39148,Tier 2,Low-Cost,Costa Rica,Customer Experience,1.75,26,NON QC,No,Services,Male,Individual Contributor/Support,4,IC3,No,No,No,No Bonus Plan,28724.64,3,3,0.942,0.942,1.760438,No,0,0,1,1.75,1.75,1.76,No,No,Lower than average,Lower than average,Lower than average,-23.76,-39.48,-59.39,
4538,No,No,True,No,35657,Tier 2,High-Cost,Dublin,Customer Experience,3.42,29,NON QC,No,Customer Success,Female,Individual Contributor/Support,5,IC3,No,Yes,No,No Bonus Plan,87845.01,3,3,1.06,1.06,1.837097,No,1,0,2,1.838356,3.42,0.81,No,No,Higher than average,Higher than average,Lower than average,28.94,11.54,-20.63,
4539,No,No,True,No,20578,Tier 1,High-Cost,Santa Clara,Engineering,6.58,30,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC4,Unknown,Yes,No,VCIP Plan,186857.89,2,2,0.859,0.824,0.331279,Yes,1,0,2,0.33,6.58,0.83,No,Yes,Higher than average,Higher than average,Higher than average,7.41,31.66,52.7,
4540,No,Yes,False,No,37857,Tier 2,High-Cost,Dublin,Customer Experience,2.25,39,NON QC,No,Services,Male,Individual Contributor/Support,4,IC2,No,Yes,No,No Bonus Plan,50373.44,3,3,0.967,0.967,2.297056,No,0,0,0,2.25,2.25,2.25,No,No,Lower than average,Higher than average,Lower than average,-6.35,24.98,-47.79,
4541,No,Yes,False,No,7781,Tier 2,High-Cost,Alpharetta,Customer Experience,1.83,39,NON QC,No,Customer Success,Male,Individual Contributor/Support,6,IC4,No,No,No,VCIP Plan,146016.0,3,3,0.94,0.948,0.501026,Yes,0,0,1,1.83,1.83,0.5,No,Yes,Higher than average,Lower than average,Lower than average,32.01,-72.74,-57.53,
4542,No,No,True,No,37998,Tier 1,High-Cost,Raleigh,Sales & Services,2.0,35,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC1,No,No,No,No Bonus Plan,70000.0,3,3,1.072,1.072,1.462012,No,0,1,1,2.0,1.46,2.01,No,Yes,Lower than average,Higher than average,Lower than average,-0.95,25.81,-53.59,
4543,No,No,True,No,23296,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,5.58,33,NON QC,No,Services,Male,Individual Contributor/Support,3,IC4,No,Yes,No,No Bonus Plan,89626.34,3,3,1.021,0.973,1.837097,No,1,0,1,1.838356,5.58,1.67,No,No,Lower than average,Lower than average,Higher than average,-23.65,-24.76,29.49,
4544,No,No,True,No,33759,Tier 2,High-Cost,Chalfont,Customer Experience,4.25,44,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,No,Incentive Plan,115190.5,3,3,0.989,0.983,1.336071,Yes,1,0,1,1.336986,4.25,1.42,No,Yes,Higher than average,Lower than average,Lower than average,27.74,-33.05,-1.37,
4545,No,No,True,No,7498,Tier 1,Low-Cost,Bangalore,Engineering,13.5,37,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC5,Unknown,Yes,No,VCIP Plan,72818.46,2,2,0.867,0.87,2.836413,Yes,0,0,0,4.336986,13.5,3.24,No,No,Lower than average,Higher than average,Higher than average,-3.49,101.07,213.28,
4546,No,No,True,No,17769,Tier 1,Low-Cost,Bangalore,Engineering,7.67,35,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,33040.26,3,3,1.073,1.022,1.670088,No,0,1,2,3.336986,1.67,0.83,No,No,Higher than average,Higher than average,Higher than average,5.53,103.29,77.99,
4547,No,No,True,No,35675,All Others,High-Cost,Remote AMS,Sales & Services,3.42,38,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,Yes,Yes,Comission Plan,132577.72,1,2,0.772,0.828,0.835044,Yes,1,0,2,0.835616,3.42,1.79,No,Yes,Lower than average,Higher than average,Lower than average,-23.99,18.25,-20.63,
4548,No,No,True,No,5548,Tier 1,High-Cost,Santa Clara,Engineering,15.0,45,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC5,Unknown,Yes,No,VCIP Plan,183252.87,2,3,0.888,0.926,1.837097,Yes,1,0,0,1.838356,15.0,3.32,No,Yes,Lower than average,Higher than average,Higher than average,-14.34,136.15,248.09,
4549,No,No,True,No,33351,Tier 2,Low-Cost,Costa Rica,Customer Experience,4.42,33,NON QC,No,Services,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,36760.7,2,2,0.895,0.895,2.417522,No,0,0,0,2.419178,4.42,4.46,No,No,Lower than average,Higher than average,Higher than average,-2.43,52.87,2.57,
4550,No,No,True,No,16397,Tier 2,Low-Cost,Nanjing,Engineering,8.33,42,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,67131.57,2,3,0.886,0.955,1.837097,Yes,1,0,0,1.838356,8.33,4.59,No,Yes,Higher than average,Higher than average,Higher than average,1.0,69.97,93.31,
4551,No,No,True,No,20682,All Others,High-Cost,Remote EMEA,Sales & Services,6.5,44,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,Comission Plan,133057.3,3,2,0.923,0.807,2.335386,Yes,0,0,0,6.5,6.5,4.76,No,No,Lower than average,Higher than average,Higher than average,-21.16,23.68,50.84,
4552,No,Yes,False,No,11286,Tier 1,Low-Cost,Bangalore,Engineering,10.33,42,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,31174.97,1,1,0.776,0.776,2.335386,Yes,0,0,0,4.336986,10.33,10.33,No,No,Lower than average,Higher than average,Higher than average,-0.42,173.79,139.72,
4553,No,No,True,No,38862,Tier 1,High-Cost,Santa Clara,Operations,1.75,35,NON QC,No,Information Technology,Female,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,91800.0,3,3,0.973,0.973,1.837097,No,0,0,0,1.75,1.75,1.75,No,No,Lower than average,Lower than average,Lower than average,-19.76,-73.92,-59.39,
4554,No,Yes,False,No,31198,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,5.25,46,NON QC,No,Business Operations,Female,Individual Contributor/Support,4,IC4,No,Yes,No,VCIP Plan,133491.82,3,4,1.088,1.108,2.335386,Yes,0,0,0,2.336986,5.25,4.46,No,Yes,Lower than average,Lower than average,Higher than average,-0.06,-16.56,21.83,
4555,No,No,True,No,13088,All Others,High-Cost,All Other AMS,Sales & Services,9.5,41,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC6,No,Yes,No,VCIP Plan,196760.86,5,5,1.237,1.237,1.50308,Yes,0,0,4,2.958904,9.5,1.03,No,No,Lower than average,Higher than average,Higher than average,-16.76,31.13,120.46,
4556,No,Yes,False,No,21984,All Others,High-Cost,All Other AMS,Finance,6.17,44,NON QC,No,Finance,Male,Individual Contributor/Support,3,IC3,Unknown,Yes,No,No Bonus Plan,50939.43,5,5,1.649,1.649,2.335386,No,0,0,0,6.17,6.17,6.17,No,Yes,Lower than average,Lower than average,Higher than average,-48.95,-15.44,43.18,
4557,No,No,True,No,31270,Tier 2,High-Cost,Chalfont,Finance,5.25,37,NON QC,Yes,Finance,Female,People Manager,5,M3,Unknown,Yes,No,VCIP Plan,87105.87,3,3,0.974,0.974,3.832991,Yes,0,0,0,3.835616,5.25,3.78,No,No,Lower than average,Higher than average,Higher than average,-6.21,75.0,21.83,
4558,No,No,True,No,37634,Tier 1,High-Cost,Fort Lauderdale,Engineering,2.33,32,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,122000.0,3,2,0.91,0.83,2.335386,No,0,0,0,2.33,2.33,2.33,No,No,Lower than average,Lower than average,Lower than average,-4.79,-55.41,-45.93,
4559,No,No,True,No,11543,Tier 1,High-Cost,Fort Lauderdale,Marketing,10.17,50,NON QC,Yes,Marketing,Male,Director,7,M5,Unknown,Yes,No,VCIP Plan,227401.81,3,3,0.999,1.0,1.601642,Yes,0,0,1,6.380821,10.17,1.6,Yes,Yes,Higher than average,Lower than average,Higher than average,7.2,-34.03,136.01,
4560,No,No,True,No,19258,Tier 1,High-Cost,Raleigh,Engineering,7.17,35,NON QC,Yes,Engineering,Male,People Manager,5,M3,Unknown,Yes,No,VCIP Plan,185129.2,3,3,0.991,0.933,2.836413,Yes,0,0,1,2.838356,7.17,1.32,No,No,Higher than average,Higher than average,Higher than average,8.24,144.09,66.39,
4561,No,No,True,No,35407,Tier 1,High-Cost,Raleigh,Sales & Services,3.5,25,QC,No,Sales,Male,Individual Contributor/Support,3,SU3,Yes,Yes,No,Comission Plan,88767.74,1,3,0.729,1.081,1.998631,Yes,1,0,2,2.0,3.5,1.25,No,No,Higher than average,Higher than average,Lower than average,0.7,62.6,-18.78,
4562,No,Yes,False,No,21639,Tier 1,Low-Cost,Bangalore,Customer Experience,6.25,30,NON QC,No,Services,Male,Individual Contributor/Support,3,IC4,No,Yes,No,No Bonus Plan,22783.61,3,2,0.901,0.835,2.335386,No,0,0,1,2.336986,6.25,2.0,No,No,Lower than average,Higher than average,Higher than average,-11.62,43.19,45.04,
4563,No,No,True,No,40842,All Others,High-Cost,All Other EMEA,Engineering,0.5,25,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC1,Unknown,No,No,No Bonus Plan,25428.9,2,2,0.875,0.803,0.5859,No,0,0,0,0.5,0.5,0.5,No,No,Lower than average,Lower than average,Lower than average,-32.23,-67.86,-88.4,
4564,No,No,True,No,40272,Tier 1,Low-Cost,Bangalore,Customer Experience,1.0,28,NON QC,No,Services,Male,Individual Contributor/Support,3,IC2,No,No,No,No Bonus Plan,10485.75,2,2,0.804,0.804,1.070499,No,0,0,2,1.0,1.0,0.83,No,No,Lower than average,Lower than average,Lower than average,-17.9,-55.01,-76.79,
4565,No,No,True,No,35580,Tier 1,High-Cost,Fort Lauderdale,Operations,3.5,50,NON QC,No,General & Administration,Female,Individual Contributor/Support,6,IC4,Unknown,Yes,No,VCIP Plan,133488.0,3,2,0.926,0.893,2.335386,Yes,0,0,1,3.5,3.5,1.64,No,No,Lower than average,Lower than average,Lower than average,-3.81,-48.38,-18.78,
4566,No,Yes,False,No,18599,Tier 1,High-Cost,Santa Clara,Finance,7.42,39,NON QC,No,General & Administration,Male,Individual Contributor/Support,5,IC5,Unknown,Yes,No,VCIP Plan,175567.41,2,2,0.874,0.874,1.084188,Yes,0,0,2,7.42,7.42,1.02,No,No,Lower than average,Higher than average,Higher than average,-2.71,91.62,72.19,
4567,No,No,True,No,13471,All Others,High-Cost,Remote AMS,Marketing,9.33,50,NON QC,No,Marketing,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,Yes,VCIP Plan,199739.14,5,5,1.246,1.228,2.335386,Yes,0,0,0,4.419178,9.33,3.33,No,Yes,Higher than average,Higher than average,Higher than average,27.46,114.46,116.51,
4568,No,No,True,No,37894,Tier 1,Low-Cost,Bangalore,Product,2.33,36,NON QC,No,Product,Male,Individual Contributor/Support,6,IC4,Unknown,Yes,No,VCIP Plan,60364.56,3,3,1.09,0.987,2.3436,Yes,0,0,0,2.33,2.33,2.33,No,No,Higher than average,Lower than average,Lower than average,14.29,-36.96,-45.93,
